Indicator,Month,Facility,Total_Visits,Monthly_Expenditure_USD,Cost_Per_ANC_Visit
fbfJHSPpUQD,202505,kd2Aqw5S07V,3,2391.7,797.23
fbfJHSPpUQD,202602,CKJ9YS2AbWy,6,2549.06,424.84
fbfJHSPpUQD,202509,zCSWBz2pyMd,11,2881.53,261.96
fbfJHSPpUQD,202505,Zp2Yi4j2AAH,7,1905.08,272.15
fbfJHSPpUQD,202508,F9zWBqG5Pmi,6,1123.82,187.3
fbfJHSPpUQD,202509,Z7UAnjpK74g,34,661.54,19.46
fbfJHSPpUQD,202508,rZkUcho9Z65,45,2714.83,60.33
fbfJHSPpUQD,202509,XQudzejlhJZ,166,1937.34,11.67
fbfJHSPpUQD,202510,cZtKKa9eJZ3,79,2664.98,33.73
fbfJHSPpUQD,202604,vgOQ7fWmMyZ,6,2397.65,399.61
fbfJHSPpUQD,202512,sznCEDMABa2,21,1372.59,65.36
fbfJHSPpUQD,202508,O63vIA5MVn6,56,1151.12,20.56
fbfJHSPpUQD,202604,hpXXBtRXXSd,10,975.12,97.51
fbfJHSPpUQD,202510,OcRCVRy2M7X,15,2219.94,148.0
fbfJHSPpUQD,202602,KaevAHPgkA8,12,2393.81,199.48
fbfJHSPpUQD,202601,fXT1scbEObM,15,2431.22,162.08
fbfJHSPpUQD,202511,PyLBGdbzdEo,16,857.41,53.59
fbfJHSPpUQD,202507,ZZmMpGIE7pD,24,2798.69,116.61
fbfJHSPpUQD,202508,KFowGOhmuSL,2,1977.84,988.92
fbfJHSPpUQD,202511,GRc9WXp9gSy,20,2010.54,100.53
fbfJHSPpUQD,202511,kSo9KSpHUPL,26,2932.66,112.79
fbfJHSPpUQD,202508,qMbxFg9McOF,5,1757.42,351.48
fbfJHSPpUQD,202508,XL745P4ETSL,20,1937.35,96.87
fbfJHSPpUQD,202506,HWXk4EBHUyk,20,2800.33,140.02
fbfJHSPpUQD,202505,QN4te5Z5svQ,8,1264.26,158.03
fbfJHSPpUQD,202603,cHqboEGRUiY,11,1209.65,109.97
fbfJHSPpUQD,202604,agEKP19IUKI,17,1501.25,88.31
fbfJHSPpUQD,202509,DKZnUSfwjKx,16,646.89,40.43
fbfJHSPpUQD,202604,k92yudERPlv,19,1242.13,65.38
fbfJHSPpUQD,202506,S9QckzKX6Lg,5,1682.99,336.6
fbfJHSPpUQD,202506,szbAJSWOXjT,12,1417.19,118.1
fbfJHSPpUQD,202508,T3iVyvrCpZ0,11,2058.92,187.17
fbfJHSPpUQD,202508,fNL2oehab2Q,11,610.97,55.54
fbfJHSPpUQD,202602,fNL2oehab2Q,12,929.29,77.44
fbfJHSPpUQD,202507,mkIugjeYSjE,23,1849.11,80.4
fbfJHSPpUQD,202507,uYTq3TEO2a9,17,1274.61,74.98
fbfJHSPpUQD,202505,KKoPh1lDd9j,20,2584.3,129.22
fbfJHSPpUQD,202507,NqLYdlnK8sc,40,1279.78,31.99
fbfJHSPpUQD,202505,H97XE5Ea089,15,1972.24,131.48
fbfJHSPpUQD,202603,U4FzUXMvbI8,19,1331.07,70.06
fbfJHSPpUQD,202602,voQXVNftP4W,7,742.54,106.08
fbfJHSPpUQD,202505,Ea3j0kUvyWg,50,2989.59,59.79
fbfJHSPpUQD,202601,mkIugjeYSjE,16,2787.8,174.24
fbfJHSPpUQD,202601,msH78gZ7Fe6,12,1022.39,85.2
fbfJHSPpUQD,202509,U4FzUXMvbI8,22,2332.44,106.02
fbfJHSPpUQD,202505,VH7hLUaypel,25,2226.5,89.06
fbfJHSPpUQD,202505,IWb1hstfROc,5,2600.86,520.17
fbfJHSPpUQD,202508,fCFdj2T0Bq1,9,1924.97,213.89
fbfJHSPpUQD,202601,nornKUJmQqn,16,648.32,40.52
fbfJHSPpUQD,202602,PFZbQjwty2n,10,1372.49,137.25
fbfJHSPpUQD,202506,Mi4dWRtfIOC,13,2486.76,191.29
fbfJHSPpUQD,202603,dyn5pihalrJ,20,1037.42,51.87
fbfJHSPpUQD,202602,Srnpwq8jKbp,30,1926.3,64.21
fbfJHSPpUQD,202511,DZaJmtlaBMl,11,2552.47,232.04
fbfJHSPpUQD,202509,EmTN0L4EAVi,23,1635.31,71.1
fbfJHSPpUQD,202509,e5sGsWLEn3k,30,1935.47,64.52
fbfJHSPpUQD,202603,OynYyQiFu82,9,2083.2,231.47
fbfJHSPpUQD,202511,rZkUcho9Z65,36,1982.52,55.07
fbfJHSPpUQD,202603,BqRElDluXGa,11,736.39,66.94
fbfJHSPpUQD,202507,wSHfjjFqUay,22,747.21,33.96
fbfJHSPpUQD,202601,tt9XZYR5avl,11,2680.74,243.7
fbfJHSPpUQD,202505,RpRJUDOPtt7,14,2873.34,205.24
fbfJHSPpUQD,202511,fNL2oehab2Q,14,2903.75,207.41
fbfJHSPpUQD,202505,lxxASQqPUqd,23,1775.36,77.19
fbfJHSPpUQD,202507,Q23tMsKOoO6,6,2559.87,426.64
fbfJHSPpUQD,202602,q56204kKXgZ,44,2981.05,67.75
fbfJHSPpUQD,202601,OI0BQUurVFS,11,2369.64,215.42
fbfJHSPpUQD,202507,Xzxy8NuVsLp,22,2375.73,107.99
fbfJHSPpUQD,202507,DErmFP7bri7,9,1164.72,129.41
fbfJHSPpUQD,202508,GAvxcmr5jB1,15,2083.96,138.93
fbfJHSPpUQD,202509,XXlzHWzhf5d,60,2869.54,47.83
fbfJHSPpUQD,202507,Qu0QOykPdcD,5,2888.06,577.61
fbfJHSPpUQD,202505,r5WWF9WDzoa,23,802.25,34.88
fbfJHSPpUQD,202508,OUPkxfQld8y,10,1105.37,110.54
fbfJHSPpUQD,202506,TjZwphhxCuV,22,2753.58,125.16
fbfJHSPpUQD,202604,yDFM5J6WeKU,22,2903.41,131.97
fbfJHSPpUQD,202603,XQudzejlhJZ,68,1972.42,29.01
fbfJHSPpUQD,202511,GAvxcmr5jB1,7,748.64,106.95
fbfJHSPpUQD,202505,zQpYVEyAM2t,143,2283.1,15.97
fbfJHSPpUQD,202604,IpA5FViU8tk,8,2933.74,366.72
fbfJHSPpUQD,202510,Qu0QOykPdcD,9,1223.65,135.96
fbfJHSPpUQD,202510,vlNXjc2lk9y,21,2338.55,111.36
fbfJHSPpUQD,202506,QIp6DHlMGfb,15,803.65,53.58
fbfJHSPpUQD,202603,Z7UAnjpK74g,33,1009.13,30.58
fbfJHSPpUQD,202505,QZzRkqdGjlm,16,1682.11,105.13
fbfJHSPpUQD,202505,Ep5iWL1UKvF,9,810.83,90.09
fbfJHSPpUQD,202507,GhXvo3BpCvo,6,2949.06,491.51
fbfJHSPpUQD,202601,a1E6QWBTEwX,8,1452.81,181.6
fbfJHSPpUQD,202602,YTQRSW91PxO,7,1312.24,187.46
fbfJHSPpUQD,202603,zpEPGogIr6q,7,845.39,120.77
fbfJHSPpUQD,202512,XJ6DqDkMlPv,5,1808.55,361.71
fbfJHSPpUQD,202505,Rp268JB6Ne4,200,1953.36,9.77
fbfJHSPpUQD,202602,WT6JLfyR9lL,18,1211.1,67.28
fbfJHSPpUQD,202510,Q23tMsKOoO6,7,2227.51,318.22
fbfJHSPpUQD,202510,Xzxy8NuVsLp,31,2659.11,85.78
fbfJHSPpUQD,202507,IHa6fsNWsOZ,8,2890.8,361.35
fbfJHSPpUQD,202512,DKZnUSfwjKx,24,1935.19,80.63
fbfJHSPpUQD,202511,VdXuxcNkiad,12,705.84,58.82
fbfJHSPpUQD,202512,s7SLtx8wmRA,3,1968.37,656.12
fbfJHSPpUQD,202602,aSxNNRxPuBP,23,2796.44,121.58
fbfJHSPpUQD,202508,CvBAqD6RzLZ,11,1499.49,136.32
fbfJHSPpUQD,202603,bPJABq7F5Iy,12,542.96,45.25
fbfJHSPpUQD,202506,FNnj3jKGS7i,364,2695.71,7.41
fbfJHSPpUQD,202511,PB8FMGbn19r,13,1689.54,129.96
fbfJHSPpUQD,202511,qMbxFg9McOF,6,2116.95,352.82
fbfJHSPpUQD,202508,aSxNNRxPuBP,18,2585.69,143.65
fbfJHSPpUQD,202509,Vnc2qIRLbyw,23,2356.63,102.46
fbfJHSPpUQD,202506,vj0HUVazItT,8,524.14,65.52
fbfJHSPpUQD,202602,roGdTjEqLZQ,27,1287.3,47.68
fbfJHSPpUQD,202601,NaVzm59XKGf,13,1205.39,92.72
fbfJHSPpUQD,202603,EURoFVjowXs,35,1546.21,44.18
fbfJHSPpUQD,202601,a1dP5m3Clw4,26,1991.4,76.59
fbfJHSPpUQD,202506,sTOXJA2KcY2,29,2013.77,69.44
fbfJHSPpUQD,202509,qEQFWnKh4gs,14,1674.43,119.6
fbfJHSPpUQD,202507,OI0BQUurVFS,21,2409.46,114.74
fbfJHSPpUQD,202601,E4jn4059Y1x,5,1272.83,254.57
fbfJHSPpUQD,202506,n7wN9gMFfZ5,65,1100.67,16.93
fbfJHSPpUQD,202505,PMsF64R6OJX,32,2045.03,63.91
fbfJHSPpUQD,202510,uYTq3TEO2a9,54,816.3,15.12
fbfJHSPpUQD,202602,mTNOoGXuC39,26,2867.74,110.3
fbfJHSPpUQD,202604,EoIjKXqXxi2,1,1582.29,1582.29
fbfJHSPpUQD,202507,a1dP5m3Clw4,18,859.9,47.77
fbfJHSPpUQD,202509,U7yKrx2QVet,22,2413.28,109.69
fbfJHSPpUQD,202601,cZtKKa9eJZ3,16,757.45,47.34
fbfJHSPpUQD,202603,SnCrOCRrxGX,29,1596.16,55.04
fbfJHSPpUQD,202505,dNT8lAL4zGo,21,2329.99,110.95
fbfJHSPpUQD,202510,OwhDCucf4Ue,7,2203.3,314.76
fbfJHSPpUQD,202509,sznCEDMABa2,13,1960.55,150.81
fbfJHSPpUQD,202603,eCfxBe1lnxb,5,2107.91,421.58
fbfJHSPpUQD,202505,WZ8PTx8qQlE,12,2002.92,166.91
fbfJHSPpUQD,202602,kBrq7i12aan,51,2188.87,42.92
fbfJHSPpUQD,202604,vELbGdEphPd,206,1397.7,6.78
fbfJHSPpUQD,202602,CvBAqD6RzLZ,16,2660.9,166.31
fbfJHSPpUQD,202507,cZtKKa9eJZ3,45,563.91,12.53
fbfJHSPpUQD,202602,va2lE4FiVVb,31,812.02,26.19
fbfJHSPpUQD,202509,d7hw1ababST,7,568.25,81.18
fbfJHSPpUQD,202604,er9S4CQ9QOn,14,2212.45,158.03
fbfJHSPpUQD,202603,sznCEDMABa2,13,749.35,57.64
fbfJHSPpUQD,202509,bPJABq7F5Iy,10,1197.03,119.7
fbfJHSPpUQD,202506,IlMQTFvcq9r,11,2981.04,271.0
fbfJHSPpUQD,202602,kpDoH80fwdX,60,2826.11,47.1
fbfJHSPpUQD,202506,rNaQEFRINbd,7,1488.65,212.66
fbfJHSPpUQD,202508,ZsjXrmZS59z,20,2639.99,132.0
fbfJHSPpUQD,202509,K00jR5dmoFZ,4,804.71,201.18
fbfJHSPpUQD,202508,va2lE4FiVVb,24,508.98,21.21
fbfJHSPpUQD,202508,aXsLBCzwYWW,10,780.72,78.07
fbfJHSPpUQD,202510,OjXNuYyLaCJ,12,579.77,48.31
fbfJHSPpUQD,202604,oUR5HPmim7E,14,1842.71,131.62
fbfJHSPpUQD,202602,F2TAF765q1b,11,1443.13,131.19
fbfJHSPpUQD,202506,q5kAX5MyPB6,50,1953.42,39.07
fbfJHSPpUQD,202511,rx9ubw0UCqj,6,2110.58,351.76
fbfJHSPpUQD,202601,VSwnkMSAdp7,22,2897.6,131.71
fbfJHSPpUQD,202604,e0RGds86ow6,38,1361.16,35.82
fbfJHSPpUQD,202505,sgcHQEaB40Y,32,2252.61,70.39
fbfJHSPpUQD,202505,D7UVRRE9iUC,13,1083.05,83.31
fbfJHSPpUQD,202511,aXsLBCzwYWW,5,2156.08,431.22
fbfJHSPpUQD,202507,OjXNuYyLaCJ,10,1664.7,166.47
fbfJHSPpUQD,202604,U02o1QAm6cC,23,1424.87,61.95
fbfJHSPpUQD,202505,Gtnbmf4LkOz,17,2050.91,120.64
fbfJHSPpUQD,202512,FsunWIQLXoF,20,1390.4,69.52
fbfJHSPpUQD,202603,HHz1kAG1LKn,11,1706.95,155.18
fbfJHSPpUQD,202603,DwpbWkiqjMy,5,770.66,154.13
fbfJHSPpUQD,202506,u6ZGNI8yUmt,27,739.62,27.39
fbfJHSPpUQD,202505,x8SUTSsJoeO,10,2730.94,273.09
fbfJHSPpUQD,202505,jj1MhWhHqta,19,1512.35,79.6
fbfJHSPpUQD,202506,sAO5hEWo4z5,7,1058.68,151.24
fbfJHSPpUQD,202505,sLKHXoBIqSs,20,718.32,35.92
fbfJHSPpUQD,202508,PFZbQjwty2n,15,1282.82,85.52
fbfJHSPpUQD,202601,TYq1YW7qs7k,10,783.03,78.3
fbfJHSPpUQD,202512,So2b8zJfcMa,14,1183.27,84.52
fbfJHSPpUQD,202509,QII5GqfDfO3,6,2225.86,370.98
fbfJHSPpUQD,202604,Rll4VmTDRiE,20,1209.11,60.46
fbfJHSPpUQD,202506,X3D19LoA2Ij,6,2979.06,496.51
fbfJHSPpUQD,202511,wbtk73Zwhj9,12,1229.49,102.46
fbfJHSPpUQD,202508,PHo0IV7Vk50,36,627.68,17.44
fbfJHSPpUQD,202505,YhBJbiD5N1z,2,550.49,275.24
fbfJHSPpUQD,202505,g5lonXJ9ndA,48,2186.07,45.54
fbfJHSPpUQD,202603,iP4fRh8EHmF,1,1584.63,1584.63
fbfJHSPpUQD,202509,FsunWIQLXoF,42,666.81,15.88
fbfJHSPpUQD,202509,RHJram03Rlm,35,2679.73,76.56
fbfJHSPpUQD,202602,pUZIL5xBsve,27,1290.96,47.81
fbfJHSPpUQD,202506,hBPtNXkQ3mP,15,2397.42,159.83
fbfJHSPpUQD,202601,Q2USZSJmcNK,29,1828.08,63.04
fbfJHSPpUQD,202507,OwhDCucf4Ue,15,2185.0,145.67
fbfJHSPpUQD,202506,tR6e8k99ODA,4,2925.73,731.43
fbfJHSPpUQD,202604,UjusePB4jmP,29,2501.27,86.25
fbfJHSPpUQD,202506,vxExu6yOYLg,12,2611.44,217.62
fbfJHSPpUQD,202510,BedE3DKQDFf,11,1704.53,154.96
fbfJHSPpUQD,202510,UlgEReuUPM4,10,1280.69,128.07
fbfJHSPpUQD,202603,ZALwM386w0T,14,1454.15,103.87
fbfJHSPpUQD,202510,IN2dOk0gY1G,28,1074.0,38.36
fbfJHSPpUQD,202604,EQUwHqZOb5L,9,2059.12,228.79
fbfJHSPpUQD,202601,lyONqUkY1Bq,10,792.68,79.27
fbfJHSPpUQD,202505,K3jhn3TXF3a,27,552.05,20.45
fbfJHSPpUQD,202510,QZtMuEEV9Vv,31,745.94,24.06
fbfJHSPpUQD,202509,QMnoFLTLpkY,40,873.31,21.83
fbfJHSPpUQD,202505,ShdRyzuLKA2,14,2986.88,213.35
fbfJHSPpUQD,202507,vlNXjc2lk9y,8,2442.92,305.36
fbfJHSPpUQD,202511,dWOAzMcK2Wt,12,1649.39,137.45
fbfJHSPpUQD,202508,XctPvvWIIcF,17,1955.68,115.04
fbfJHSPpUQD,202602,XL745P4ETSL,17,1292.34,76.02
fbfJHSPpUQD,202512,k6DIO9LIEk9,16,1712.73,107.05
fbfJHSPpUQD,202601,fA43H8Ds0Ja,6,691.18,115.2
fbfJHSPpUQD,202511,fRV3Fhz1IP8,12,1113.3,92.78
fbfJHSPpUQD,202602,T3iVyvrCpZ0,17,864.57,50.86
fbfJHSPpUQD,202603,mt47bcb0Rcj,20,999.75,49.99
fbfJHSPpUQD,202603,irVdYBmHBxs,10,2303.97,230.4
fbfJHSPpUQD,202505,Pw9SihGDbZ5,25,683.24,27.33
fbfJHSPpUQD,202602,mc3jvzpzSi4,12,1819.26,151.6
fbfJHSPpUQD,202601,qusWt6sESRU,15,2020.24,134.68
fbfJHSPpUQD,202602,v0HMlSxlH7l,27,1935.15,71.67
fbfJHSPpUQD,202604,lzz1UhTzO4E,31,636.66,20.54
fbfJHSPpUQD,202505,ei21lW7hFPX,10,2081.38,208.14
fbfJHSPpUQD,202507,Zq9ATbrmKIa,17,2249.27,132.31
fbfJHSPpUQD,202508,GRc9WXp9gSy,17,2965.68,174.45
fbfJHSPpUQD,202507,JttXgTlQAGE,10,621.5,62.15
fbfJHSPpUQD,202506,xEip3dtU8bp,18,514.41,28.58
fbfJHSPpUQD,202512,GA7eQkgK5mX,3,1233.21,411.07
fbfJHSPpUQD,202512,PduUQmdt0pB,17,539.64,31.74
fbfJHSPpUQD,202604,ua3kNk4uraZ,10,2080.26,208.03
fbfJHSPpUQD,202507,Fhko00f3hXT,13,1503.08,115.62
fbfJHSPpUQD,202507,pYr0Kcy93M2,10,1698.81,169.88
fbfJHSPpUQD,202507,qAFXoNjlZCB,20,1966.18,98.31
fbfJHSPpUQD,202506,eP4F9eB76B0,22,790.57,35.94
fbfJHSPpUQD,202603,Kmu7ox2MiiU,8,1751.89,218.99
fbfJHSPpUQD,202505,oIgBLlEo6eH,22,982.78,44.67
fbfJHSPpUQD,202604,SHLY5rkOFTQ,63,2870.39,45.56
fbfJHSPpUQD,202511,t66taqSF1mW,5,2542.74,508.55
fbfJHSPpUQD,202603,SoXpnYO84eZ,6,2396.28,399.38
fbfJHSPpUQD,202508,fRV3Fhz1IP8,15,1369.8,91.32
fbfJHSPpUQD,202604,uAk40nFigUK,25,1232.88,49.32
fbfJHSPpUQD,202510,GhXvo3BpCvo,8,1863.15,232.89
fbfJHSPpUQD,202505,dGZbEZroAWr,9,2316.54,257.39
fbfJHSPpUQD,202505,BXd3TqaAxkK,14,1766.5,126.18
fbfJHSPpUQD,202602,bHcw141PTsE,47,1816.59,38.65
fbfJHSPpUQD,202510,IHa6fsNWsOZ,5,2928.13,585.63
fbfJHSPpUQD,202601,RTixJpRqS4C,18,2322.96,129.05
fbfJHSPpUQD,202506,ZoHdXy2ueVn,15,773.86,51.59
fbfJHSPpUQD,202511,pMEnu7BjqMz,5,2337.88,467.58
fbfJHSPpUQD,202510,wSHfjjFqUay,15,1681.94,112.13
fbfJHSPpUQD,202509,xXhKbgwL39t,10,2538.36,253.84
fbfJHSPpUQD,202601,zY9ds4oNZxw,9,1685.29,187.25
fbfJHSPpUQD,202604,RhJbg8UD75Q,16,924.05,57.75
fbfJHSPpUQD,202505,ewh5SKxcCAl,8,1866.06,233.26
fbfJHSPpUQD,202510,tWjUy6MCx8q,10,1442.93,144.29
fbfJHSPpUQD,202511,F9zWBqG5Pmi,20,1119.41,55.97
fbfJHSPpUQD,202509,hMBotMwWnU1,8,2679.74,334.97
fbfJHSPpUQD,202509,So2b8zJfcMa,15,2092.76,139.52
fbfJHSPpUQD,202603,HFyjUvMjQ8H,25,2699.74,107.99
fbfJHSPpUQD,202505,svCLFkT99Yx,51,1906.41,37.38
fbfJHSPpUQD,202508,wzvDhS0TkAF,5,2407.58,481.52
fbfJHSPpUQD,202602,DxPNV7VHauJ,26,1530.51,58.87
fbfJHSPpUQD,202602,MErVkzdbsP5,15,2175.87,145.06
fbfJHSPpUQD,202505,FupvWBUFXr7,30,1703.88,56.8
fbfJHSPpUQD,202506,YDDOlgRBEAA,27,1844.27,68.31
fbfJHSPpUQD,202507,IN2dOk0gY1G,12,2568.61,214.05
fbfJHSPpUQD,202506,D6yiaX1K5sO,24,1650.05,68.75
fbfJHSPpUQD,202603,AQQCxQqDxLe,31,2315.52,74.69
fbfJHSPpUQD,202603,m21WB5iqHAb,24,1466.09,61.09
fbfJHSPpUQD,202505,nDwbwJZQUYU,17,1116.42,65.67
fbfJHSPpUQD,202601,TQ5DSmdliN7,22,2810.26,127.74
fbfJHSPpUQD,202603,MuZJ8lprGqK,25,2412.34,96.49
fbfJHSPpUQD,202512,ABM75Q1UfoP,13,781.39,60.11
fbfJHSPpUQD,202603,fvytjjnlQlK,18,2940.31,163.35
fbfJHSPpUQD,202604,HHc5HDPFlXy,9,617.55,68.62
fbfJHSPpUQD,202511,XctPvvWIIcF,16,797.78,49.86
fbfJHSPpUQD,202508,kSo9KSpHUPL,21,1701.02,81.0
fbfJHSPpUQD,202508,DZaJmtlaBMl,7,1764.43,252.06
fbfJHSPpUQD,202511,ZsjXrmZS59z,4,2122.2,530.55
fbfJHSPpUQD,202505,x5ZxMDvEQUb,39,1169.62,29.99
fbfJHSPpUQD,202604,hLGkoHmvBgI,12,1689.65,140.8
fbfJHSPpUQD,202511,esMAQ4vs4kM,22,1572.06,71.46
fbfJHSPpUQD,202506,CEoD9uQVIZB,8,795.94,99.49
fbfJHSPpUQD,202506,lCEeiuv4NaB,16,679.77,42.49
fbfJHSPpUQD,202506,hKD6hpZUh9v,22,1871.18,85.05
fbfJHSPpUQD,202509,TbiRD4Bsz4Z,8,2252.64,281.58
fbfJHSPpUQD,202510,Zq9ATbrmKIa,6,2081.47,346.91
fbfJHSPpUQD,202507,tWjUy6MCx8q,4,559.41,139.85
fbfJHSPpUQD,202509,qELjt3LRkSD,4,986.33,246.58
fbfJHSPpUQD,202603,pNPmNeqyrim,10,1108.51,110.85
fbfJHSPpUQD,202511,Qc9lf4VM9bD,114,1595.26,13.99
fbfJHSPpUQD,202602,en0j7qFnySQ,5,1650.27,330.05
fbfJHSPpUQD,202507,BedE3DKQDFf,11,2518.12,228.92
fbfJHSPpUQD,202604,lsqa3EEGHxv,10,1878.37,187.84
fbfJHSPpUQD,202505,EXbPGmEUdnc,27,2567.25,95.08
fbfJHSPpUQD,202507,tNs4E0JcMKe,10,1876.05,187.6
fbfJHSPpUQD,202511,PHo0IV7Vk50,40,2615.16,65.38
fbfJHSPpUQD,202506,aBfyTU5Wgds,38,1359.96,35.79
fbfJHSPpUQD,202508,lpQvlm9czYE,21,1960.66,93.36
fbfJHSPpUQD,202506,r0TCGeLkQKI,19,2503.66,131.77
fbfJHSPpUQD,202507,ncGs9vXS36w,9,1028.08,114.23
fbfJHSPpUQD,202602,mkFoaAdosuY,11,660.29,60.03
fbfJHSPpUQD,202511,O63vIA5MVn6,25,1077.23,43.09
fbfJHSPpUQD,202512,wB4R3E1X6pC,20,1856.78,92.84
fbfJHSPpUQD,202601,DIQl5jJ17IE,12,1505.76,125.48
fbfJHSPpUQD,202602,pXDcgDRz8Od,53,1363.27,25.72
fbfJHSPpUQD,202602,D3oZZXtXjNk,9,2357.43,261.94
fbfJHSPpUQD,202511,CSDGDOa7wHd,7,2117.28,302.47
fbfJHSPpUQD,202604,DIQl5jJ17IE,7,864.84,123.55
fbfJHSPpUQD,202602,CqARw68kXbB,12,1239.34,103.28
fbfJHSPpUQD,202507,el8sgzyHuEe,9,2915.61,323.96
fbfJHSPpUQD,202603,zQ2pFkzGtIg,5,2389.26,477.85
fbfJHSPpUQD,202509,X7ZVgRPt31q,5,585.91,117.18
fbfJHSPpUQD,202505,cZI3AWM7bIa,49,2738.16,55.88
fbfJHSPpUQD,202505,SHLY5rkOFTQ,136,2782.86,20.46
fbfJHSPpUQD,202511,FclfbEFMcf3,138,1985.79,14.39
fbfJHSPpUQD,202508,cZI3AWM7bIa,36,1355.66,37.66
fbfJHSPpUQD,202602,R9gZAoI9aQM,9,1363.54,151.5
fbfJHSPpUQD,202508,esMAQ4vs4kM,15,1924.86,128.32
fbfJHSPpUQD,202505,Qc9lf4VM9bD,339,1574.43,4.64
fbfJHSPpUQD,202507,tdhB1JXYBx2,10,761.83,76.18
fbfJHSPpUQD,202508,Z8Cm76B2726,24,2387.17,99.47
fbfJHSPpUQD,202511,HC2NlwpoXfb,12,1160.71,96.73
fbfJHSPpUQD,202508,FQ5CCuUKNLf,22,2066.43,93.93
fbfJHSPpUQD,202510,cBi3y4lGhDd,23,2964.54,128.89
fbfJHSPpUQD,202510,ETRqfu74kge,11,1086.88,98.81
fbfJHSPpUQD,202510,mhJQYk2Jwym,12,897.99,74.83
fbfJHSPpUQD,202509,Crgx572DnXR,8,2100.53,262.57
fbfJHSPpUQD,202506,SCc0TNTDJED,27,2986.54,110.61
fbfJHSPpUQD,202506,SZrG4yHGV4x,14,1801.59,128.68
fbfJHSPpUQD,202506,X7ZVgRPt31q,11,687.0,62.45
fbfJHSPpUQD,202509,GkHpMSo5K60,16,2699.35,168.71
fbfJHSPpUQD,202509,gP6hn503KUX,17,2610.52,153.56
fbfJHSPpUQD,202602,LV2b3vaLRl1,10,2421.08,242.11
fbfJHSPpUQD,202505,DJr17K6RWzO,18,2208.36,122.69
fbfJHSPpUQD,202511,kqyeoWyfDmQ,10,2578.65,257.86
fbfJHSPpUQD,202507,cZZG5BMDLps,14,1030.0,73.57
fbfJHSPpUQD,202602,DXegteybeb5,25,2394.67,95.79
fbfJHSPpUQD,202507,vELaJEPLOPF,31,709.91,22.9
fbfJHSPpUQD,202602,OwHjzJEVEUN,10,602.87,60.29
fbfJHSPpUQD,202507,mhJQYk2Jwym,13,1936.63,148.97
fbfJHSPpUQD,202602,kvzdkXBxHoN,14,1340.65,95.76
fbfJHSPpUQD,202507,iqd7BiRHor0,15,791.3,52.75
fbfJHSPpUQD,202512,PysJIi3VIol,30,2306.73,76.89
fbfJHSPpUQD,202602,iMDr2FG7i8Q,20,570.9,28.54
fbfJHSPpUQD,202506,UgUcwzbEv2C,15,712.66,47.51
fbfJHSPpUQD,202511,oDAoqMWcsJQ,24,1240.83,51.7
fbfJHSPpUQD,202505,aVycEyoSBJx,22,2084.54,94.75
fbfJHSPpUQD,202505,mepHuAA9l51,17,2918.42,171.67
fbfJHSPpUQD,202512,BJMWTGwuGiw,12,2030.37,169.2
fbfJHSPpUQD,202604,U514Dz4v9pv,152,2296.38,15.11
fbfJHSPpUQD,202601,UlgEReuUPM4,26,1264.84,48.65
fbfJHSPpUQD,202602,pdF4XIHIGPx,8,953.44,119.18
fbfJHSPpUQD,202510,yg7uxUol97F,20,2565.66,128.28
fbfJHSPpUQD,202509,JNJIPX9DfaW,19,2635.85,138.73
fbfJHSPpUQD,202601,h9q3qixffZT,60,1034.07,17.23
fbfJHSPpUQD,202512,AKvgfYx5WZq,41,1839.8,44.87
fbfJHSPpUQD,202512,DINXUs8QZWg,19,2094.06,110.21
fbfJHSPpUQD,202512,FZxJ0KST9jn,16,1022.35,63.9
fbfJHSPpUQD,202601,QZtMuEEV9Vv,54,2152.09,39.85
fbfJHSPpUQD,202505,Q0HywoaWOcM,6,947.55,157.92
fbfJHSPpUQD,202506,XzmWizbR343,130,2644.8,20.34
fbfJHSPpUQD,202602,eKoXODABUJe,21,770.64,36.7
fbfJHSPpUQD,202601,U514Dz4v9pv,79,1355.99,17.16
fbfJHSPpUQD,202510,zY9ds4oNZxw,8,1830.49,228.81
fbfJHSPpUQD,202508,KfUCAQoOIae,7,1377.94,196.85
fbfJHSPpUQD,202508,dCvUVvKnhMe,37,820.16,22.17
fbfJHSPpUQD,202511,UqXSUMp19FB,18,1886.39,104.8
fbfJHSPpUQD,202512,b7YDjQ6DBzt,38,1506.56,39.65
fbfJHSPpUQD,202508,t66taqSF1mW,15,876.09,58.41
fbfJHSPpUQD,202603,sK498nBOLfQ,4,730.71,182.68
fbfJHSPpUQD,202506,m7fBMpmVpSM,13,2680.78,206.21
fbfJHSPpUQD,202507,lyONqUkY1Bq,8,502.89,62.86
fbfJHSPpUQD,202505,KfUCAQoOIae,9,1164.21,129.36
fbfJHSPpUQD,202509,m0XorV4WWg0,85,1052.98,12.39
fbfJHSPpUQD,202512,fPe1l06MurL,5,628.11,125.62
fbfJHSPpUQD,202510,kedYKTsv95j,25,2962.0,118.48
fbfJHSPpUQD,202508,bf6PXrSNMKK,18,2570.88,142.83
fbfJHSPpUQD,202509,GA7eQkgK5mX,2,2552.04,1276.02
fbfJHSPpUQD,202601,y5hLlID8ihI,18,1661.43,92.3
fbfJHSPpUQD,202511,mkFoaAdosuY,21,919.18,43.77
fbfJHSPpUQD,202604,Q0HywoaWOcM,7,2442.63,348.95
